SURVIVAL_TYPE|CANCER_GROUP_SITE|PERIOD_YEARS|SEX|YEARS_AFTER_DIAGNOSIS|AGE_GROUP_YEARS|SURVIVAL|95_CI_LOWER_BOUND|95_CI_UPPER_BOUND
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|35–39|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|40–44|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|45–49|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|50–54|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|55–59|0.263|0.161|0.376
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|60–64|0.279|0.19|0.374
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|65–69|0.233|0.163|0.312
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|70–74|0.139|0.09|0.199
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|75–79|0.073|0.043|0.114
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|80–84|0.098|0.06|0.149
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|85+|0.036|0.02|0.061
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|2|All ages combined|0.146|0.126|0.168
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|00–04|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|05–09|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|10–14|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|15–19|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|20–24|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|25–29|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|30–34|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|35–39|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|40–44|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|45–49|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|50–54|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|55–59|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|60–64|0.259|0.174|0.354
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|65–69|0.186|0.12|0.262
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|70–74|0.107|0.064|0.161
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|75–79|0.049|0.023|0.087
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|80–84|0.084|0.047|0.134
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|85+|0.03|0.015|0.054
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|3|All ages combined|0.124|0.105|0.145
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|00–04|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|05–09|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|10–14|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|15–19|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|20–24|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|25–29|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|30–34|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|35–39|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|40–44|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|45–49|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|50–54|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|55–59|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|60–64|0.238|0.155|0.331
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|65–69|0.155|0.094|0.231
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|70–74|0.084|0.047|0.134
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|75–79|0.05|0.024|0.091
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|80–84|0.058|0.027|0.106
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|85+|0.031|0.014|0.057
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|4|All ages combined|0.111|0.093|0.132
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|00–04|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|05–09|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|10–14|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|15–19|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|20–24|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|25–29|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|30–34|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|35–39|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|40–44|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|45–49|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|50–54|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|55–59|||
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|60–64|0.24|0.156|0.333
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|65–69|0.158|0.096|0.234
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|70–74|0.071|0.037|0.121
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|75–79|0.047|0.022|0.088
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|80–84|0.053|0.023|0.103
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|85+|0.03|0.013|0.06
Relative|Other and ill-defined digestive organs (cancer of)|2015–2019|Persons|5|All ages combined|0.107|0.089|0.128
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|60–64|0.791|0.626|0.89
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|65–69|0.833|0.665|0.921
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|70–74|0.744|0.553|0.862
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|75–79|0.658|0.47|0.793
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|80–84|0.718|0.54|0.837
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|85+|0.578|0.418|0.708
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|1|All ages combined|0.767|0.714|0.812
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|60–64|0.726|0.548|0.843
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|65–69|0.767|0.587|0.877
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|80–84|0.587|0.413|0.726
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|85+|0.473|0.317|0.614
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|2|All ages combined|0.673|0.614|0.724
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|60–64|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|65–69|0.767|0.587|0.877
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|80–84|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|85+|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|3|All ages combined|0.627|0.566|0.681
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|60–64|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|65–69|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|80–84|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|85+|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|4|All ages combined|0.604|0.543|0.66
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|60–64|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|65–69|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|80–84|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|85+|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Males|5|All ages combined|0.578|0.515|0.636
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|60–64|0.798|0.631|0.897
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|65–69|0.843|0.673|0.932
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|70–74|0.758|0.564|0.879
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|75–79|0.68|0.485|0.82
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|80–84|0.763|0.574|0.889
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|85+|0.668|0.484|0.819
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|1|All ages combined|0.797|0.742|0.843
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|60–64|0.738|0.558|0.857
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|65–69|0.787|0.602|0.899
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|70–74|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|75–79|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|80–84|0.67|0.471|0.829
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|85+|0.635|0.426|0.824
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|2|All ages combined|0.723|0.66|0.778
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|60–64|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|65–69|0.798|0.611|0.912
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|70–74|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|75–79|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|80–84|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|85+|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|3|All ages combined|0.697|0.63|0.758
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|60–64|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|65–69|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|70–74|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|75–79|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|80–84|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|85+|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|4|All ages combined|0.693|0.623|0.758
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|00–04|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|05–09|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|10–14|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|15–19|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|20–24|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|25–29|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|30–34|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|35–39|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|40–44|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|45–49|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|50–54|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|55–59|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|60–64|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|65–69|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|70–74|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|75–79|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|80–84|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|85+|||
Relative|Other and ill-defined sites (cancer of)|2015–2019|Males|5|All ages combined|0.685|0.61|0.753
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|60–64|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|65–69|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|80–84|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|85+|0.667|0.53|0.772
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|1|All ages combined|0.783|0.718|0.834
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|60–64|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|65–69|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|80–84|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|85+|0.522|0.381|0.646
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|2|All ages combined|0.705|0.634|0.766
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|60–64|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|65–69|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|80–84|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|85+|0.454|0.314|0.583
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|3|All ages combined|0.659|0.584|0.724
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|15–19|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|20–24|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|25–29|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|30–34|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|35–39|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|40–44|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|45–49|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|50–54|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|55–59|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|60–64|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|65–69|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|70–74|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|75–79|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|80–84|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|85+|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|4|All ages combined|0.613|0.535|0.682
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|00–04|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|05–09|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|10–14|||
Observed|Other and ill-defined sites (cancer of)|2015–2019|Females|5|15–19|||
