DATA_TYPE|CANCER_GROUP_SITE|YEAR|SEX|STATE_OR_TERRITORY|COUNT
Incidence|Liver cancer|2019|Females|Northern Territory|8
Incidence|Liver cancer|2019|Females|Australia|703
Incidence|Liver cancer|2019|Persons|New South Wales|945
Incidence|Liver cancer|2019|Persons|Victoria|587
Incidence|Liver cancer|2019|Persons|Queensland|445
Incidence|Liver cancer|2019|Persons|Western Australia|175
Incidence|Liver cancer|2019|Persons|South Australia|182
Incidence|Liver cancer|2019|Persons|Tasmania|36
Incidence|Liver cancer|2019|Persons|Australian Capital Territory|29
Incidence|Liver cancer|2019|Persons|Northern Territory|30
Incidence|Liver cancer|2019|Persons|Australia|2416
Incidence|Lung cancer|2019|Males|New South Wales|2364
Incidence|Lung cancer|2019|Males|Victoria|1758
Incidence|Lung cancer|2019|Males|Queensland|1582
Incidence|Lung cancer|2019|Males|Western Australia|648
Incidence|Lung cancer|2019|Males|South Australia|611
Incidence|Lung cancer|2019|Males|Tasmania|177
Incidence|Lung cancer|2019|Males|Australian Capital Territory|66
Incidence|Lung cancer|2019|Males|Northern Territory|53
Incidence|Lung cancer|2019|Males|Australia|7261
Incidence|Lung cancer|2019|Females|New South Wales|1937
Incidence|Lung cancer|2019|Females|Victoria|1470
Incidence|Lung cancer|2019|Females|Queensland|1215
Incidence|Lung cancer|2019|Females|Western Australia|539
Incidence|Lung cancer|2019|Females|South Australia|463
Incidence|Lung cancer|2019|Females|Tasmania|152
Incidence|Lung cancer|2019|Females|Australian Capital Territory|66
Incidence|Lung cancer|2019|Females|Northern Territory|32
Incidence|Lung cancer|2019|Females|Australia|5879
Incidence|Lung cancer|2019|Persons|New South Wales|4301
Incidence|Lung cancer|2019|Persons|Victoria|3228
Incidence|Lung cancer|2019|Persons|Queensland|2797
Incidence|Lung cancer|2019|Persons|Western Australia|1187
Incidence|Lung cancer|2019|Persons|South Australia|1074
Incidence|Lung cancer|2019|Persons|Tasmania|329
Incidence|Lung cancer|2019|Persons|Australian Capital Territory|133
Incidence|Lung cancer|2019|Persons|Northern Territory|85
Incidence|Lung cancer|2019|Persons|Australia|13140
Incidence|Lymphoma|2019|Males|New South Wales|1211
Incidence|Lymphoma|2019|Males|Victoria|970
Incidence|Lymphoma|2019|Males|Queensland|722
Incidence|Lymphoma|2019|Males|Western Australia|314
Incidence|Lymphoma|2019|Males|South Australia|326
Incidence|Lymphoma|2019|Males|Tasmania|93
Incidence|Lymphoma|2019|Males|Australian Capital Territory|50
Incidence|Lymphoma|2019|Males|Northern Territory|15
Incidence|Lymphoma|2019|Males|Australia|3700
Incidence|Lymphoma|2019|Females|New South Wales|879
Incidence|Lymphoma|2019|Females|Victoria|764
Incidence|Lymphoma|2019|Females|Queensland|544
Incidence|Lymphoma|2019|Females|Western Australia|248
Incidence|Lymphoma|2019|Females|South Australia|212
Incidence|Lymphoma|2019|Females|Tasmania|62
Incidence|Lymphoma|2019|Females|Australian Capital Territory|35
Incidence|Lymphoma|2019|Females|Northern Territory|12
Incidence|Lymphoma|2019|Females|Australia|2759
Incidence|Lymphoma|2019|Persons|New South Wales|2090
Incidence|Lymphoma|2019|Persons|Victoria|1734
Incidence|Lymphoma|2019|Persons|Queensland|1266
Incidence|Lymphoma|2019|Persons|Western Australia|562
Incidence|Lymphoma|2019|Persons|South Australia|538
Incidence|Lymphoma|2019|Persons|Tasmania|155
Incidence|Lymphoma|2019|Persons|Australian Capital Territory|85
Incidence|Lymphoma|2019|Persons|Northern Territory|27
Incidence|Lymphoma|2019|Persons|Australia|6459
Incidence|Major salivary glands (cancer of the)|2019|Males|New South Wales|67
Incidence|Major salivary glands (cancer of the)|2019|Males|Victoria|56
Incidence|Major salivary glands (cancer of the)|2019|Males|Queensland|30
Incidence|Major salivary glands (cancer of the)|2019|Males|Western Australia|19
Incidence|Major salivary glands (cancer of the)|2019|Males|South Australia|16
Incidence|Major salivary glands (cancer of the)|2019|Males|Tasmania|4
Incidence|Major salivary glands (cancer of the)|2019|Males|Australian Capital Territory|2
Incidence|Major salivary glands (cancer of the)|2019|Males|Northern Territory|3
Incidence|Major salivary glands (cancer of the)|2019|Males|Australia|198
Incidence|Major salivary glands (cancer of the)|2019|Females|New South Wales|61
Incidence|Major salivary glands (cancer of the)|2019|Females|Victoria|41
Incidence|Major salivary glands (cancer of the)|2019|Females|Queensland|32
Incidence|Major salivary glands (cancer of the)|2019|Females|Western Australia|15
Incidence|Major salivary glands (cancer of the)|2019|Females|South Australia|16
Incidence|Major salivary glands (cancer of the)|2019|Females|Tasmania|6
Incidence|Major salivary glands (cancer of the)|2019|Females|Australian Capital Territory|2
Incidence|Major salivary glands (cancer of the)|2019|Females|Northern Territory|1
Incidence|Major salivary glands (cancer of the)|2019|Females|Australia|173
Incidence|Major salivary glands (cancer of the)|2019|Persons|New South Wales|128
Incidence|Major salivary glands (cancer of the)|2019|Persons|Victoria|97
Incidence|Major salivary glands (cancer of the)|2019|Persons|Queensland|62
Incidence|Major salivary glands (cancer of the)|2019|Persons|Western Australia|34
Incidence|Major salivary glands (cancer of the)|2019|Persons|South Australia|32
Incidence|Major salivary glands (cancer of the)|2019|Persons|Tasmania|10
Incidence|Major salivary glands (cancer of the)|2019|Persons|Australian Capital Territory|4
Incidence|Major salivary glands (cancer of the)|2019|Persons|Northern Territory|4
Incidence|Major salivary glands (cancer of the)|2019|Persons|Australia|371
Incidence|Melanoma of the skin|2019|Males|New South Wales|3003
Incidence|Melanoma of the skin|2019|Males|Victoria|1631
Incidence|Melanoma of the skin|2019|Males|Queensland|2602
Incidence|Melanoma of the skin|2019|Males|Western Australia|949
Incidence|Melanoma of the skin|2019|Males|South Australia|546
Incidence|Melanoma of the skin|2019|Males|Tasmania|224
Incidence|Melanoma of the skin|2019|Males|Australian Capital Territory|120
Incidence|Melanoma of the skin|2019|Males|Northern Territory|55
Incidence|Melanoma of the skin|2019|Males|Australia|9134
Incidence|Melanoma of the skin|2019|Females|New South Wales|2075
Incidence|Melanoma of the skin|2019|Females|Victoria|1201
Incidence|Melanoma of the skin|2019|Females|Queensland|1845
Incidence|Melanoma of the skin|2019|Females|Western Australia|680
Incidence|Melanoma of the skin|2019|Females|South Australia|358
Incidence|Melanoma of the skin|2019|Females|Tasmania|188
Incidence|Melanoma of the skin|2019|Females|Australian Capital Territory|86
Incidence|Melanoma of the skin|2019|Females|Northern Territory|33
Incidence|Melanoma of the skin|2019|Females|Australia|6494
Incidence|Melanoma of the skin|2019|Persons|New South Wales|5078
Incidence|Melanoma of the skin|2019|Persons|Victoria|2832
Incidence|Melanoma of the skin|2019|Persons|Queensland|4447
Incidence|Melanoma of the skin|2019|Persons|Western Australia|1629
Incidence|Melanoma of the skin|2019|Persons|South Australia|904
Incidence|Melanoma of the skin|2019|Persons|Tasmania|412
Incidence|Melanoma of the skin|2019|Persons|Australian Capital Territory|205
Incidence|Melanoma of the skin|2019|Persons|Northern Territory|88
Incidence|Melanoma of the skin|2019|Persons|Australia|15628
Incidence|Mesothelioma|2019|Males|New South Wales|206
Incidence|Mesothelioma|2019|Males|Victoria|131
Incidence|Mesothelioma|2019|Males|Queensland|126
Incidence|Mesothelioma|2019|Males|Western Australia|89
Incidence|Mesothelioma|2019|Males|South Australia|51
Incidence|Mesothelioma|2019|Males|Tasmania|18
Incidence|Mesothelioma|2019|Males|Australian Capital Territory|8
Incidence|Mesothelioma|2019|Males|Northern Territory|2
Incidence|Mesothelioma|2019|Males|Australia|628
Incidence|Mesothelioma|2019|Females|New South Wales|43
Incidence|Mesothelioma|2019|Females|Victoria|29
Incidence|Mesothelioma|2019|Females|Queensland|32
Incidence|Mesothelioma|2019|Females|Western Australia|27
Incidence|Mesothelioma|2019|Females|South Australia|13
Incidence|Mesothelioma|2019|Females|Tasmania|3
Incidence|Mesothelioma|2019|Females|Australian Capital Territory|1
Incidence|Mesothelioma|2019|Females|Northern Territory|0
Incidence|Mesothelioma|2019|Females|Australia|148
Incidence|Mesothelioma|2019|Persons|New South Wales|249
Incidence|Mesothelioma|2019|Persons|Victoria|160
Incidence|Mesothelioma|2019|Persons|Queensland|158
Incidence|Mesothelioma|2019|Persons|Western Australia|116
Incidence|Mesothelioma|2019|Persons|South Australia|64
Incidence|Mesothelioma|2019|Persons|Tasmania|21
Incidence|Mesothelioma|2019|Persons|Australian Capital Territory|9
Incidence|Mesothelioma|2019|Persons|Northern Territory|2
Incidence|Mesothelioma|2019|Persons|Australia|776
Incidence|Mouth cancer|2019|Males|New South Wales|141
Incidence|Mouth cancer|2019|Males|Victoria|78
Incidence|Mouth cancer|2019|Males|Queensland|97
Incidence|Mouth cancer|2019|Males|Western Australia|40
Incidence|Mouth cancer|2019|Males|South Australia|27
Incidence|Mouth cancer|2019|Males|Tasmania|12
Incidence|Mouth cancer|2019|Males|Australian Capital Territory|4
Incidence|Mouth cancer|2019|Males|Northern Territory|4
Incidence|Mouth cancer|2019|Males|Australia|404
Incidence|Mouth cancer|2019|Females|New South Wales|92
Incidence|Mouth cancer|2019|Females|Victoria|57
Incidence|Mouth cancer|2019|Females|Queensland|57
Incidence|Mouth cancer|2019|Females|Western Australia|22
Incidence|Mouth cancer|2019|Females|South Australia|26
Incidence|Mouth cancer|2019|Females|Tasmania|10
Incidence|Mouth cancer|2019|Females|Australian Capital Territory|5
Incidence|Mouth cancer|2019|Females|Northern Territory|2
Incidence|Mouth cancer|2019|Females|Australia|281
Incidence|Mouth cancer|2019|Persons|New South Wales|233
Incidence|Mouth cancer|2019|Persons|Victoria|136
Incidence|Mouth cancer|2019|Persons|Queensland|154
Incidence|Mouth cancer|2019|Persons|Western Australia|62
Incidence|Mouth cancer|2019|Persons|South Australia|53
Incidence|Mouth cancer|2019|Persons|Tasmania|22
Incidence|Mouth cancer|2019|Persons|Australian Capital Territory|9
Incidence|Mouth cancer|2019|Persons|Northern Territory|7
Incidence|Mouth cancer|2019|Persons|Australia|686
Incidence|Multiple myeloma|2019|Males|New South Wales|380
Incidence|Multiple myeloma|2019|Males|Victoria|347
Incidence|Multiple myeloma|2019|Males|Queensland|254
Incidence|Multiple myeloma|2019|Males|Western Australia|96
Incidence|Multiple myeloma|2019|Males|South Australia|110
Incidence|Multiple myeloma|2019|Males|Tasmania|34
Incidence|Multiple myeloma|2019|Males|Australian Capital Territory|15
Incidence|Multiple myeloma|2019|Males|Northern Territory|5
Incidence|Multiple myeloma|2019|Males|Australia|1244
Incidence|Multiple myeloma|2019|Females|New South Wales|293
Incidence|Multiple myeloma|2019|Females|Victoria|249
Incidence|Multiple myeloma|2019|Females|Queensland|208
Incidence|Multiple myeloma|2019|Females|Western Australia|69
Incidence|Multiple myeloma|2019|Females|South Australia|61
Incidence|Multiple myeloma|2019|Females|Tasmania|25
Incidence|Multiple myeloma|2019|Females|Australian Capital Territory|10
Incidence|Multiple myeloma|2019|Females|Northern Territory|3
Incidence|Multiple myeloma|2019|Females|Australia|919
Incidence|Multiple myeloma|2019|Persons|New South Wales|673
Incidence|Multiple myeloma|2019|Persons|Victoria|596
Incidence|Multiple myeloma|2019|Persons|Queensland|462
Incidence|Multiple myeloma|2019|Persons|Western Australia|165
Incidence|Multiple myeloma|2019|Persons|South Australia|171
Incidence|Multiple myeloma|2019|Persons|Tasmania|59
Incidence|Multiple myeloma|2019|Persons|Australian Capital Territory|24
Incidence|Multiple myeloma|2019|Persons|Northern Territory|8
Incidence|Multiple myeloma|2019|Persons|Australia|2163
Incidence|Myelodysplastic syndromes|2019|Males|New South Wales|321
Incidence|Myelodysplastic syndromes|2019|Males|Victoria|280
Incidence|Myelodysplastic syndromes|2019|Males|Queensland|234
Incidence|Myelodysplastic syndromes|2019|Males|Western Australia|45
Incidence|Myelodysplastic syndromes|2019|Males|South Australia|63
Incidence|Myelodysplastic syndromes|2019|Males|Tasmania|26
Incidence|Myelodysplastic syndromes|2019|Males|Australian Capital Territory|12
Incidence|Myelodysplastic syndromes|2019|Males|Northern Territory|2
Incidence|Myelodysplastic syndromes|2019|Males|Australia|986
Incidence|Myelodysplastic syndromes|2019|Females|New South Wales|194
Incidence|Myelodysplastic syndromes|2019|Females|Victoria|173
Incidence|Myelodysplastic syndromes|2019|Females|Queensland|118
Incidence|Myelodysplastic syndromes|2019|Females|Western Australia|25
Incidence|Myelodysplastic syndromes|2019|Females|South Australia|46
Incidence|Myelodysplastic syndromes|2019|Females|Tasmania|11
Incidence|Myelodysplastic syndromes|2019|Females|Australian Capital Territory|6
Incidence|Myelodysplastic syndromes|2019|Females|Northern Territory|2
Incidence|Myelodysplastic syndromes|2019|Females|Australia|573
Incidence|Myelodysplastic syndromes|2019|Persons|New South Wales|515
Incidence|Myelodysplastic syndromes|2019|Persons|Victoria|453
Incidence|Myelodysplastic syndromes|2019|Persons|Queensland|352
Incidence|Myelodysplastic syndromes|2019|Persons|Western Australia|70
Incidence|Myelodysplastic syndromes|2019|Persons|South Australia|109
Incidence|Myelodysplastic syndromes|2019|Persons|Tasmania|37
Incidence|Myelodysplastic syndromes|2019|Persons|Australian Capital Territory|19
Incidence|Myelodysplastic syndromes|2019|Persons|Northern Territory|4
Incidence|Myelodysplastic syndromes|2019|Persons|Australia|1559
Incidence|Myeloproliferative neoplasms|2019|Males|New South Wales|338
Incidence|Myeloproliferative neoplasms|2019|Males|Victoria|249
Incidence|Myeloproliferative neoplasms|2019|Males|Queensland|227
Incidence|Myeloproliferative neoplasms|2019|Males|Western Australia|53
Incidence|Myeloproliferative neoplasms|2019|Males|South Australia|80
Incidence|Myeloproliferative neoplasms|2019|Males|Tasmania|13
Incidence|Myeloproliferative neoplasms|2019|Males|Australian Capital Territory|14
Incidence|Myeloproliferative neoplasms|2019|Males|Northern Territory|7
Incidence|Myeloproliferative neoplasms|2019|Males|Australia|982
Incidence|Myeloproliferative neoplasms|2019|Females|New South Wales|236
Incidence|Myeloproliferative neoplasms|2019|Females|Victoria|253
Incidence|Myeloproliferative neoplasms|2019|Females|Queensland|220
Incidence|Myeloproliferative neoplasms|2019|Females|Western Australia|54
Incidence|Myeloproliferative neoplasms|2019|Females|South Australia|45
Incidence|Myeloproliferative neoplasms|2019|Females|Tasmania|6
Incidence|Myeloproliferative neoplasms|2019|Females|Australian Capital Territory|10
Incidence|Myeloproliferative neoplasms|2019|Females|Northern Territory|5
Incidence|Myeloproliferative neoplasms|2019|Females|Australia|828
Incidence|Myeloproliferative neoplasms|2019|Persons|New South Wales|574
Incidence|Myeloproliferative neoplasms|2019|Persons|Victoria|502
Incidence|Myeloproliferative neoplasms|2019|Persons|Queensland|447
Incidence|Myeloproliferative neoplasms|2019|Persons|Western Australia|107
Incidence|Myeloproliferative neoplasms|2019|Persons|South Australia|125
Incidence|Myeloproliferative neoplasms|2019|Persons|Tasmania|19
Incidence|Myeloproliferative neoplasms|2019|Persons|Australian Capital Territory|24
Incidence|Myeloproliferative neoplasms|2019|Persons|Northern Territory|11
Incidence|Myeloproliferative neoplasms|2019|Persons|Australia|1810
Incidence|Nasopharyngeal cancer|2019|Males|New South Wales|45
Incidence|Nasopharyngeal cancer|2019|Males|Victoria|28
Incidence|Nasopharyngeal cancer|2019|Males|Queensland|15
Incidence|Nasopharyngeal cancer|2019|Males|Western Australia|13
Incidence|Nasopharyngeal cancer|2019|Males|South Australia|7
Incidence|Nasopharyngeal cancer|2019|Males|Tasmania|3
Incidence|Nasopharyngeal cancer|2019|Males|Australian Capital Territory|2
Incidence|Nasopharyngeal cancer|2019|Males|Northern Territory|1
Incidence|Nasopharyngeal cancer|2019|Males|Australia|115
Incidence|Nasopharyngeal cancer|2019|Females|New South Wales|19
Incidence|Nasopharyngeal cancer|2019|Females|Victoria|19
Incidence|Nasopharyngeal cancer|2019|Females|Queensland|9
Incidence|Nasopharyngeal cancer|2019|Females|Western Australia|1
Incidence|Nasopharyngeal cancer|2019|Females|South Australia|1
Incidence|Nasopharyngeal cancer|2019|Females|Tasmania|3
Incidence|Nasopharyngeal cancer|2019|Females|Australian Capital Territory|0
Incidence|Nasopharyngeal cancer|2019|Females|Northern Territory|0
Incidence|Nasopharyngeal cancer|2019|Females|Australia|54
Incidence|Nasopharyngeal cancer|2019|Persons|New South Wales|64
Incidence|Nasopharyngeal cancer|2019|Persons|Victoria|47
Incidence|Nasopharyngeal cancer|2019|Persons|Queensland|24
Incidence|Nasopharyngeal cancer|2019|Persons|Western Australia|14
Incidence|Nasopharyngeal cancer|2019|Persons|South Australia|8
Incidence|Nasopharyngeal cancer|2019|Persons|Tasmania|6
Incidence|Nasopharyngeal cancer|2019|Persons|Australian Capital Territory|2
Incidence|Nasopharyngeal cancer|2019|Persons|Northern Territory|2
Incidence|Nasopharyngeal cancer|2019|Persons|Australia|169
Incidence|Neuroendocrine neoplasms|2019|Males|New South Wales|845
Incidence|Neuroendocrine neoplasms|2019|Males|Victoria|547
Incidence|Neuroendocrine neoplasms|2019|Males|Queensland|604
Incidence|Neuroendocrine neoplasms|2019|Males|Western Australia|246
Incidence|Neuroendocrine neoplasms|2019|Males|South Australia|192
Incidence|Neuroendocrine neoplasms|2019|Males|Tasmania|54
Incidence|Neuroendocrine neoplasms|2019|Males|Australian Capital Territory|26
Incidence|Neuroendocrine neoplasms|2019|Males|Northern Territory|14
Incidence|Neuroendocrine neoplasms|2019|Males|Australia|2518
Incidence|Neuroendocrine neoplasms|2019|Females|New South Wales|714
Incidence|Neuroendocrine neoplasms|2019|Females|Victoria|522
Incidence|Neuroendocrine neoplasms|2019|Females|Queensland|484
Incidence|Neuroendocrine neoplasms|2019|Females|Western Australia|182
Incidence|Neuroendocrine neoplasms|2019|Females|South Australia|154
Incidence|Neuroendocrine neoplasms|2019|Females|Tasmania|60
Incidence|Neuroendocrine neoplasms|2019|Females|Australian Capital Territory|25
Incidence|Neuroendocrine neoplasms|2019|Females|Northern Territory|9
Incidence|Neuroendocrine neoplasms|2019|Females|Australia|2159
Incidence|Neuroendocrine neoplasms|2019|Persons|New South Wales|1559
Incidence|Neuroendocrine neoplasms|2019|Persons|Victoria|1069
Incidence|Neuroendocrine neoplasms|2019|Persons|Queensland|1088
Incidence|Neuroendocrine neoplasms|2019|Persons|Western Australia|428
Incidence|Neuroendocrine neoplasms|2019|Persons|South Australia|346
Incidence|Neuroendocrine neoplasms|2019|Persons|Tasmania|114
Incidence|Neuroendocrine neoplasms|2019|Persons|Australian Capital Territory|51
Incidence|Neuroendocrine neoplasms|2019|Persons|Northern Territory|23
Incidence|Neuroendocrine neoplasms|2019|Persons|Australia|4677
Incidence|Non-Hodgkin lymphoma|2019|Males|New South Wales|1078
Incidence|Non-Hodgkin lymphoma|2019|Males|Victoria|862
Incidence|Non-Hodgkin lymphoma|2019|Males|Queensland|651
Incidence|Non-Hodgkin lymphoma|2019|Males|Western Australia|289
Incidence|Non-Hodgkin lymphoma|2019|Males|South Australia|289
Incidence|Non-Hodgkin lymphoma|2019|Males|Tasmania|87
Incidence|Non-Hodgkin lymphoma|2019|Males|Australian Capital Territory|44
Incidence|Non-Hodgkin lymphoma|2019|Males|Northern Territory|14
Incidence|Non-Hodgkin lymphoma|2019|Males|Australia|3311
Incidence|Non-Hodgkin lymphoma|2019|Females|New South Wales|771
Incidence|Non-Hodgkin lymphoma|2019|Females|Victoria|666
Incidence|Non-Hodgkin lymphoma|2019|Females|Queensland|478
Incidence|Non-Hodgkin lymphoma|2019|Females|Western Australia|221
Incidence|Non-Hodgkin lymphoma|2019|Females|South Australia|202
Incidence|Non-Hodgkin lymphoma|2019|Females|Tasmania|57
Incidence|Non-Hodgkin lymphoma|2019|Females|Australian Capital Territory|28
Incidence|Non-Hodgkin lymphoma|2019|Females|Northern Territory|10
Incidence|Non-Hodgkin lymphoma|2019|Females|Australia|2432
Incidence|Non-Hodgkin lymphoma|2019|Persons|New South Wales|1849
Incidence|Non-Hodgkin lymphoma|2019|Persons|Victoria|1528
Incidence|Non-Hodgkin lymphoma|2019|Persons|Queensland|1129
Incidence|Non-Hodgkin lymphoma|2019|Persons|Western Australia|510
Incidence|Non-Hodgkin lymphoma|2019|Persons|South Australia|491
Incidence|Non-Hodgkin lymphoma|2019|Persons|Tasmania|144
Incidence|Non-Hodgkin lymphoma|2019|Persons|Australian Capital Territory|72
Incidence|Non-Hodgkin lymphoma|2019|Persons|Northern Territory|24
Incidence|Non-Hodgkin lymphoma|2019|Persons|Australia|5743
Incidence|Non-melanoma skin cancer (rare types)|2019|Males|New South Wales|343
Incidence|Non-melanoma skin cancer (rare types)|2019|Males|Victoria|154
Incidence|Non-melanoma skin cancer (rare types)|2019|Males|Queensland|210
Incidence|Non-melanoma skin cancer (rare types)|2019|Males|Western Australia|86
Incidence|Non-melanoma skin cancer (rare types)|2019|Males|South Australia|32
Incidence|Non-melanoma skin cancer (rare types)|2019|Males|Tasmania|15
Incidence|Non-melanoma skin cancer (rare types)|2019|Males|Australian Capital Territory|6
Incidence|Non-melanoma skin cancer (rare types)|2019|Males|Northern Territory|2
Incidence|Non-melanoma skin cancer (rare types)|2019|Males|Australia|849
Incidence|Non-melanoma skin cancer (rare types)|2019|Females|New South Wales|157
Incidence|Non-melanoma skin cancer (rare types)|2019|Females|Victoria|86
Incidence|Non-melanoma skin cancer (rare types)|2019|Females|Queensland|111
Incidence|Non-melanoma skin cancer (rare types)|2019|Females|Western Australia|43
Incidence|Non-melanoma skin cancer (rare types)|2019|Females|South Australia|13
Incidence|Non-melanoma skin cancer (rare types)|2019|Females|Tasmania|7
Incidence|Non-melanoma skin cancer (rare types)|2019|Females|Australian Capital Territory|2
Incidence|Non-melanoma skin cancer (rare types)|2019|Females|Northern Territory|1
Incidence|Non-melanoma skin cancer (rare types)|2019|Females|Australia|420
Incidence|Non-melanoma skin cancer (rare types)|2019|Persons|New South Wales|500
Incidence|Non-melanoma skin cancer (rare types)|2019|Persons|Victoria|240
Incidence|Non-melanoma skin cancer (rare types)|2019|Persons|Queensland|321
Incidence|Non-melanoma skin cancer (rare types)|2019|Persons|Western Australia|129
Incidence|Non-melanoma skin cancer (rare types)|2019|Persons|South Australia|45
Incidence|Non-melanoma skin cancer (rare types)|2019|Persons|Tasmania|22
Incidence|Non-melanoma skin cancer (rare types)|2019|Persons|Australian Capital Territory|8
Incidence|Non-melanoma skin cancer (rare types)|2019|Persons|Northern Territory|3
Incidence|Non-melanoma skin cancer (rare types)|2019|Persons|Australia|1269
Incidence|Oesophageal cancer|2019|Males|New South Wales|361
Incidence|Oesophageal cancer|2019|Males|Victoria|273
Incidence|Oesophageal cancer|2019|Males|Queensland|264
Incidence|Oesophageal cancer|2019|Males|Western Australia|138
Incidence|Oesophageal cancer|2019|Males|South Australia|104
Incidence|Oesophageal cancer|2019|Males|Tasmania|45
Incidence|Oesophageal cancer|2019|Males|Australian Capital Territory|16
Incidence|Oesophageal cancer|2019|Males|Northern Territory|11
Incidence|Oesophageal cancer|2019|Males|Australia|1224
Incidence|Oesophageal cancer|2019|Females|New South Wales|147
Incidence|Oesophageal cancer|2019|Females|Victoria|121
Incidence|Oesophageal cancer|2019|Females|Queensland|88
Incidence|Oesophageal cancer|2019|Females|Western Australia|33
Incidence|Oesophageal cancer|2019|Females|South Australia|34
Incidence|Oesophageal cancer|2019|Females|Tasmania|9
Incidence|Oesophageal cancer|2019|Females|Australian Capital Territory|6
Incidence|Oesophageal cancer|2019|Females|Northern Territory|2
Incidence|Oesophageal cancer|2019|Females|Australia|441
Incidence|Oesophageal cancer|2019|Persons|New South Wales|508
Incidence|Oesophageal cancer|2019|Persons|Victoria|394
Incidence|Oesophageal cancer|2019|Persons|Queensland|352
Incidence|Oesophageal cancer|2019|Persons|Western Australia|171
Incidence|Oesophageal cancer|2019|Persons|South Australia|138
Incidence|Oesophageal cancer|2019|Persons|Tasmania|54
Incidence|Oesophageal cancer|2019|Persons|Australian Capital Territory|22
Incidence|Oesophageal cancer|2019|Persons|Northern Territory|13
Incidence|Oesophageal cancer|2019|Persons|Australia|1665
Incidence|Oral cancer|2019|Males|New South Wales|919
Incidence|Oral cancer|2019|Males|Victoria|605
Incidence|Oral cancer|2019|Males|Queensland|623
Incidence|Oral cancer|2019|Males|Western Australia|245
Incidence|Oral cancer|2019|Males|South Australia|197
Incidence|Oral cancer|2019|Males|Tasmania|87
Incidence|Oral cancer|2019|Males|Australian Capital Territory|27
Incidence|Oral cancer|2019|Males|Northern Territory|27
Incidence|Oral cancer|2019|Males|Australia|2729
Incidence|Oral cancer|2019|Females|New South Wales|402
Incidence|Oral cancer|2019|Females|Victoria|237
Incidence|Oral cancer|2019|Females|Queensland|211
Incidence|Oral cancer|2019|Females|Western Australia|97
Incidence|Oral cancer|2019|Females|South Australia|90
Incidence|Oral cancer|2019|Females|Tasmania|38
Incidence|Oral cancer|2019|Females|Australian Capital Territory|13
Incidence|Oral cancer|2019|Females|Northern Territory|7
Incidence|Oral cancer|2019|Females|Australia|1103
Incidence|Oral cancer|2019|Persons|New South Wales|1321
Incidence|Oral cancer|2019|Persons|Victoria|843
Incidence|Oral cancer|2019|Persons|Queensland|834
Incidence|Oral cancer|2019|Persons|Western Australia|342
Incidence|Oral cancer|2019|Persons|South Australia|287
Incidence|Oral cancer|2019|Persons|Tasmania|125
Incidence|Oral cancer|2019|Persons|Australian Capital Territory|40
Incidence|Oral cancer|2019|Persons|Northern Territory|34
Incidence|Oral cancer|2019|Persons|Australia|3833
Incidence|Oropharyngeal cancer|2019|Males|New South Wales|215
Incidence|Oropharyngeal cancer|2019|Males|Victoria|152
Incidence|Oropharyngeal cancer|2019|Males|Queensland|193
Incidence|Oropharyngeal cancer|2019|Males|Western Australia|61
Incidence|Oropharyngeal cancer|2019|Males|South Australia|52
Incidence|Oropharyngeal cancer|2019|Males|Tasmania|12
Incidence|Oropharyngeal cancer|2019|Males|Australian Capital Territory|5
Incidence|Oropharyngeal cancer|2019|Males|Northern Territory|10
Incidence|Oropharyngeal cancer|2019|Males|Australia|702
Incidence|Oropharyngeal cancer|2019|Females|New South Wales|48
Incidence|Oropharyngeal cancer|2019|Females|Victoria|34
Incidence|Oropharyngeal cancer|2019|Females|Queensland|39
Incidence|Oropharyngeal cancer|2019|Females|Western Australia|14
Incidence|Oropharyngeal cancer|2019|Females|South Australia|5
Incidence|Oropharyngeal cancer|2019|Females|Tasmania|4
Incidence|Oropharyngeal cancer|2019|Females|Australian Capital Territory|1
Incidence|Oropharyngeal cancer|2019|Females|Northern Territory|1
Incidence|Oropharyngeal cancer|2019|Females|Australia|144
Incidence|Oropharyngeal cancer|2019|Persons|New South Wales|263
Incidence|Oropharyngeal cancer|2019|Persons|Victoria|186
Incidence|Oropharyngeal cancer|2019|Persons|Queensland|232
Incidence|Oropharyngeal cancer|2019|Persons|Western Australia|75
Incidence|Oropharyngeal cancer|2019|Persons|South Australia|57
Incidence|Oropharyngeal cancer|2019|Persons|Tasmania|16
Incidence|Oropharyngeal cancer|2019|Persons|Australian Capital Territory|6
Incidence|Oropharyngeal cancer|2019|Persons|Northern Territory|11
Incidence|Oropharyngeal cancer|2019|Persons|Australia|846
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Males|New South Wales|65
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Males|Victoria|64
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Males|Queensland|19
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Males|Western Australia|0
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Males|South Australia|12
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Males|Tasmania|6
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Males|Australian Capital Territory|2
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Males|Northern Territory|1
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Males|Australia|169
