DATA_TYPE|CANCER_GROUP_SITE|YEAR|SEX|AGE_GROUP_YEARS|COUNT
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Males|75–79|81
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Males|80–84|83
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Males|85–89|53
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Males|90+|18
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Males|All ages combined|753
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|00–04|1
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|10–14|2
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|15–19|2
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|20–24|2
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|25–29|6
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|30–34|11
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|35–39|22
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|40–44|27
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|45–49|37
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|50–54|51
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|55–59|76
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|60–64|95
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|65–69|119
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|70–74|143
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|75–79|107
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|80–84|97
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|85–89|59
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|90+|27
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Males|All ages combined|884
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|00–04|1
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|10–14|2
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|15–19|2
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|20–24|2
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|25–29|6
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|30–34|11
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|35–39|23
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|40–44|28
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|45–49|38
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|50–54|53
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|55–59|79
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|60–64|100
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|65–69|125
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|70–74|151
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|75–79|114
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|80–84|104
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|85–89|62
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|90+|29
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Males|All ages combined|930
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|00–04|1
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|10–14|2
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|15–19|2
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|20–24|2
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|25–29|6
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|30–34|11
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|35–39|25
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|40–44|30
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|45–49|38
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|50–54|56
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|55–59|81
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|60–64|105
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|65–69|131
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|70–74|155
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|75–79|124
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|80–84|111
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|85–89|66
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|90+|31
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Males|All ages combined|977
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|00–04|1
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|10–14|2
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|15–19|2
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|20–24|1
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|25–29|6
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|30–34|12
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|35–39|26
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|40–44|32
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|45–49|39
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|50–54|58
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|55–59|83
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|60–64|110
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|65–69|138
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|70–74|161
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|75–79|134
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|80–84|118
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|85–89|71
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|90+|32
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Males|All ages combined|1026
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|00–04|0
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|05–09|0
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|10–14|0
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|15–19|0
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|20–24|7
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|25–29|13
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|30–34|11
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|35–39|12
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|40–44|23
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|45–49|34
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|50–54|36
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|55–59|54
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|60–64|69
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|65–69|77
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|70–74|88
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|75–79|90
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|80–84|64
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|85–89|49
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|90+|32
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Females|All ages combined|659
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|00–04|0
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|10–14|0
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|15–19|3
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|20–24|7
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|25–29|13
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|30–34|17
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|35–39|16
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|40–44|26
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|45–49|34
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|50–54|42
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|55–59|56
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|60–64|74
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|65–69|86
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|70–74|123
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|75–79|108
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|80–84|85
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|85–89|51
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|90+|36
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Females|All ages combined|777
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|00–04|0
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|10–14|0
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|15–19|3
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|20–24|7
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|25–29|14
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|30–34|17
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|35–39|16
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|40–44|27
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|45–49|34
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|50–54|45
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|55–59|57
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|60–64|77
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|65–69|90
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|70–74|131
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|75–79|117
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|80–84|90
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|85–89|53
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|90+|36
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Females|All ages combined|814
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|00–04|0
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|10–14|0
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|15–19|3
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|20–24|7
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|25–29|14
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|30–34|17
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|35–39|16
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|40–44|29
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|45–49|35
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|50–54|48
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|55–59|59
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|60–64|81
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|65–69|93
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|70–74|136
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|75–79|130
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|80–84|94
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|85–89|55
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|90+|36
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Females|All ages combined|853
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|00–04|0
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|10–14|0
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|15–19|3
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|20–24|8
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|25–29|15
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|30–34|18
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|35–39|17
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|40–44|30
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|45–49|35
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|50–54|50
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|55–59|61
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|60–64|85
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|65–69|97
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|70–74|142
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|75–79|143
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|80–84|99
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|85–89|57
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|90+|36
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Females|All ages combined|896
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|00–04|1
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|05–09|0
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|10–14|2
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|15–19|1
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|20–24|11
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|25–29|18
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|30–34|22
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|35–39|30
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|40–44|52
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|45–49|65
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|50–54|86
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|55–59|112
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|60–64|156
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|65–69|177
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|70–74|209
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|75–79|171
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|80–84|147
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|85–89|102
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|90+|50
Actual|Myeloproliferative neoplasms (excluding CML)|2019|Persons|All ages combined|1412
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|00–04|1
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|10–14|2
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|15–19|5
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|20–24|9
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|25–29|19
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|30–34|28
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|35–39|38
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|40–44|53
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|45–49|71
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|50–54|93
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|55–59|132
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|60–64|169
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|65–69|205
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|70–74|266
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|75–79|215
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|80–84|182
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|85–89|110
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|90+|63
Projections|Myeloproliferative neoplasms (excluding CML)|2020|Persons|All ages combined|1661
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|00–04|1
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|10–14|2
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|15–19|5
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|20–24|9
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|25–29|20
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|30–34|28
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|35–39|39
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|40–44|55
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|45–49|72
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|50–54|98
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|55–59|136
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|60–64|177
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|65–69|215
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|70–74|282
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|75–79|231
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|80–84|194
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|85–89|115
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|90+|65
Projections|Myeloproliferative neoplasms (excluding CML)|2021|Persons|All ages combined|1744
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|00–04|1
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|10–14|2
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|15–19|5
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|20–24|9
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|25–29|20
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|30–34|28
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|35–39|41
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|40–44|59
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|45–49|73
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|50–54|104
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|55–59|140
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|60–64|186
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|65–69|224
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|70–74|291
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|75–79|254
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|80–84|205
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|85–89|121
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|90+|67
Projections|Myeloproliferative neoplasms (excluding CML)|2022|Persons|All ages combined|1830
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|00–04|1
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|05–09|0
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|10–14|2
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|15–19|5
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|20–24|9
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|25–29|21
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|30–34|30
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|35–39|43
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|40–44|62
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|45–49|74
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|50–54|108
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|55–59|144
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|60–64|195
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|65–69|235
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|70–74|303
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|75–79|277
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|80–84|217
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|85–89|128
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|90+|68
Projections|Myeloproliferative neoplasms (excluding CML)|2023|Persons|All ages combined|1922
Actual|Nasal cavity cancer|2019|Males|00–04|0
Actual|Nasal cavity cancer|2019|Males|05–09|0
Actual|Nasal cavity cancer|2019|Males|10–14|0
Actual|Nasal cavity cancer|2019|Males|15–19|2
Actual|Nasal cavity cancer|2019|Males|20–24|0
Actual|Nasal cavity cancer|2019|Males|25–29|0
Actual|Nasal cavity cancer|2019|Males|30–34|2
Actual|Nasal cavity cancer|2019|Males|35–39|2
Actual|Nasal cavity cancer|2019|Males|40–44|2
Actual|Nasal cavity cancer|2019|Males|45–49|2
Actual|Nasal cavity cancer|2019|Males|50–54|1
Actual|Nasal cavity cancer|2019|Males|55–59|10
Actual|Nasal cavity cancer|2019|Males|60–64|8
Actual|Nasal cavity cancer|2019|Males|65–69|8
Actual|Nasal cavity cancer|2019|Males|70–74|8
Actual|Nasal cavity cancer|2019|Males|75–79|7
Actual|Nasal cavity cancer|2019|Males|80–84|8
Actual|Nasal cavity cancer|2019|Males|85–89|1
Actual|Nasal cavity cancer|2019|Males|90+|1
Actual|Nasal cavity cancer|2019|Males|All ages combined|62
Projections|Nasal cavity cancer|2020|Males|00–04|0
Projections|Nasal cavity cancer|2020|Males|05–09|0
Projections|Nasal cavity cancer|2020|Males|10–14|0
Projections|Nasal cavity cancer|2020|Males|15–19|1
Projections|Nasal cavity cancer|2020|Males|20–24|1
Projections|Nasal cavity cancer|2020|Males|25–29|0
Projections|Nasal cavity cancer|2020|Males|30–34|1
Projections|Nasal cavity cancer|2020|Males|35–39|2
Projections|Nasal cavity cancer|2020|Males|40–44|2
Projections|Nasal cavity cancer|2020|Males|45–49|4
Projections|Nasal cavity cancer|2020|Males|50–54|4
Projections|Nasal cavity cancer|2020|Males|55–59|12
Projections|Nasal cavity cancer|2020|Males|60–64|8
Projections|Nasal cavity cancer|2020|Males|65–69|8
Projections|Nasal cavity cancer|2020|Males|70–74|6
Projections|Nasal cavity cancer|2020|Males|75–79|6
Projections|Nasal cavity cancer|2020|Males|80–84|6
Projections|Nasal cavity cancer|2020|Males|85–89|3
Projections|Nasal cavity cancer|2020|Males|90+|3
Projections|Nasal cavity cancer|2020|Males|All ages combined|67
Projections|Nasal cavity cancer|2021|Males|00–04|0
Projections|Nasal cavity cancer|2021|Males|05–09|0
Projections|Nasal cavity cancer|2021|Males|10–14|0
Projections|Nasal cavity cancer|2021|Males|15–19|1
Projections|Nasal cavity cancer|2021|Males|20–24|1
Projections|Nasal cavity cancer|2021|Males|25–29|0
Projections|Nasal cavity cancer|2021|Males|30–34|1
Projections|Nasal cavity cancer|2021|Males|35–39|2
Projections|Nasal cavity cancer|2021|Males|40–44|2
Projections|Nasal cavity cancer|2021|Males|45–49|3
Projections|Nasal cavity cancer|2021|Males|50–54|4
Projections|Nasal cavity cancer|2021|Males|55–59|13
Projections|Nasal cavity cancer|2021|Males|60–64|8
Projections|Nasal cavity cancer|2021|Males|65–69|8
Projections|Nasal cavity cancer|2021|Males|70–74|6
Projections|Nasal cavity cancer|2021|Males|75–79|6
Projections|Nasal cavity cancer|2021|Males|80–84|6
Projections|Nasal cavity cancer|2021|Males|85–89|3
Projections|Nasal cavity cancer|2021|Males|90+|4
Projections|Nasal cavity cancer|2021|Males|All ages combined|68
Projections|Nasal cavity cancer|2022|Males|00–04|0
Projections|Nasal cavity cancer|2022|Males|05–09|0
Projections|Nasal cavity cancer|2022|Males|10–14|0
Projections|Nasal cavity cancer|2022|Males|15–19|1
Projections|Nasal cavity cancer|2022|Males|20–24|1
Projections|Nasal cavity cancer|2022|Males|25–29|0
Projections|Nasal cavity cancer|2022|Males|30–34|2
Projections|Nasal cavity cancer|2022|Males|35–39|1
Projections|Nasal cavity cancer|2022|Males|40–44|1
Projections|Nasal cavity cancer|2022|Males|45–49|3
Projections|Nasal cavity cancer|2022|Males|50–54|4
Projections|Nasal cavity cancer|2022|Males|55–59|13
Projections|Nasal cavity cancer|2022|Males|60–64|8
Projections|Nasal cavity cancer|2022|Males|65–69|7
Projections|Nasal cavity cancer|2022|Males|70–74|5
Projections|Nasal cavity cancer|2022|Males|75–79|6
Projections|Nasal cavity cancer|2022|Males|80–84|6
Projections|Nasal cavity cancer|2022|Males|85–89|3
Projections|Nasal cavity cancer|2022|Males|90+|4
Projections|Nasal cavity cancer|2022|Males|All ages combined|65
Projections|Nasal cavity cancer|2023|Males|00–04|0
Projections|Nasal cavity cancer|2023|Males|05–09|0
Projections|Nasal cavity cancer|2023|Males|10–14|0
Projections|Nasal cavity cancer|2023|Males|15–19|1
Projections|Nasal cavity cancer|2023|Males|20–24|1
Projections|Nasal cavity cancer|2023|Males|25–29|0
Projections|Nasal cavity cancer|2023|Males|30–34|2
Projections|Nasal cavity cancer|2023|Males|35–39|1
Projections|Nasal cavity cancer|2023|Males|40–44|1
Projections|Nasal cavity cancer|2023|Males|45–49|3
Projections|Nasal cavity cancer|2023|Males|50–54|4
Projections|Nasal cavity cancer|2023|Males|55–59|14
Projections|Nasal cavity cancer|2023|Males|60–64|8
Projections|Nasal cavity cancer|2023|Males|65–69|7
Projections|Nasal cavity cancer|2023|Males|70–74|4
Projections|Nasal cavity cancer|2023|Males|75–79|6
Projections|Nasal cavity cancer|2023|Males|80–84|6
Projections|Nasal cavity cancer|2023|Males|85–89|3
Projections|Nasal cavity cancer|2023|Males|90+|4
Projections|Nasal cavity cancer|2023|Males|All ages combined|65
Actual|Nasal cavity cancer|2019|Females|00–04|0
Actual|Nasal cavity cancer|2019|Females|05–09|0
Actual|Nasal cavity cancer|2019|Females|10–14|0
Actual|Nasal cavity cancer|2019|Females|15–19|0
Actual|Nasal cavity cancer|2019|Females|20–24|0
Actual|Nasal cavity cancer|2019|Females|25–29|0
Actual|Nasal cavity cancer|2019|Females|30–34|1
Actual|Nasal cavity cancer|2019|Females|35–39|0
Actual|Nasal cavity cancer|2019|Females|40–44|2
Actual|Nasal cavity cancer|2019|Females|45–49|4
Actual|Nasal cavity cancer|2019|Females|50–54|3
Actual|Nasal cavity cancer|2019|Females|55–59|3
Actual|Nasal cavity cancer|2019|Females|60–64|2
Actual|Nasal cavity cancer|2019|Females|65–69|7
Actual|Nasal cavity cancer|2019|Females|70–74|9
Actual|Nasal cavity cancer|2019|Females|75–79|5
Actual|Nasal cavity cancer|2019|Females|80–84|6
Actual|Nasal cavity cancer|2019|Females|85–89|2
Actual|Nasal cavity cancer|2019|Females|90+|7
Actual|Nasal cavity cancer|2019|Females|All ages combined|51
Projections|Nasal cavity cancer|2020|Females|00–04|0
